多角度	多元化	0.3781816326236589
要面子	虚荣心	0.4539011439576979
许可证	执照	0.5065962585721274
是非	方圆	0.0470221149613457
崛起	凸起	0.05294910630168669
工作日	开放日	0.3236287348182991
大	高	0.3610212237487744
吸引力	地磁力	OOV
右翼	左派	0.5760490196348201
和谐	平安	0.08011519359450743
商标	符号	0.2004953935805365
违纪	贪污	0.5270148405039752
环境	生态	0.5965958261594608
实践	进行	0.2883973971487395
买卖	营销	0.3984651300265661
合理	合理性	0.4601093772088201
辛勤	夜以继日	0.32023317338219215
手续	过程	0.2900703434445139
渣	废品	0.24712307036622835
高峰	山巅	0.2331761527482591
收费	缴纳	0.4411521807557079
享受	大快朵颐	0.40493257133677785
怯懦	胆小鬼	0.31360309514463847
杂事	闲事	0.28480562369926776
言语	语言	0.3330685585874683
借口	理由	0.36097935984524304
与	以及	0.40761724703182745
怯弱	狗熊	0.34616772676604124
惠顾	照顾	0.23636062476119393
迷人	气质	0.48131235595930616
果粉	米粉	0.29720545373863605
榜样	样子	0.25193073664797455
愚钝	大智若愚	0.4687690464679122
打假	扫黄	0.18347756088190983
均衡	全面	0.28016224008759005
制约	收敛	0.1576719881745267
经营者	纳税人	0.25547960308864603
瘦弱	苗条	0.3742578418628955
前途	道路	0.05799615592799912
遛弯	走路	OOV
爱心	慈善	0.5094470711174615
光盘	硬盘	0.6151563565216406
一体化	集成化	0.47431827128462895
销魂	陶醉	0.20948128017410567
光荣	流芳百世	0.23812305225342995
观后感	影评	0.3411260930169129
恼怒	愤慨	0.43269118435468895
帮助	赞助	0.33413281769399844
拥戴	崇拜	0.2782542333137942
扯淡	闲聊	0.3886270365317281
旅程	旅行	0.598543799528579
男孩	小伙子	0.40587552221798634
见解	意见	0.49761437213268933
穷苦	贫穷	0.44065853875276484
生命	性命	0.4061215349370433
滚蛋	滚开	0.2998511175698874
维他命	维生素	0.7683040211190137
多元化	年轻化	0.2935642687854239
宝贵	金子	0.23724537318944078
结构	系统	0.46912974520640965
玩偶	工具	0.41150922928887024
丧失	失独	0.18573209044911032
肚量	肚子	0.1462267541895378
娇气	公主	0.15204627756949315
寒暑假	黄金周	0.3205702947017124
笑料	活宝	0.4155013457006224
百货	商场	0.6327429311244319
信息化	智能化	0.49674541370389647
茶道	茶叶	0.3839476946865867
罪孽	犯人	0.3028658522592443
感冒药	退烧药	0.5661676059741189
难点	问题	0.3898931109806949
同事	朋友	0.5973769916161826
名字	姓氏	0.5903038075612922
网站	网页	0.741429116617663
名誉	名气	0.21658166039196872
七情六欲	欲望	0.3546295197210497
审理	问讯	0.2765679610841311
工具	器具	0.4764307212745817
意思	意义	0.38461120152174194
优惠	降价	0.5309361941466695
伴随	陪伴	0.24807078571429475
尘垢	污秽	0.3441952330807041
猫腻	阴谋诡计	0.052846972154849285
吃醋	争风吃醋	0.43951305672326013
软着陆	经济	0.2591791725431372
生产力	创新	0.3512552891001722
上市	盈利	0.5093863061801841
泼妇	女强人	0.12491580256256331
载体	书本	0.3423120838806746
地址	小区	0.3542500903451409
价钱	票房	0.38160748213401635
表彰	进步	0.3385586535301136
理论	结论	0.5629101802827754
烦闷	失眠	0.29164408765808114
亲人	敌人	0.1773857422626507
跳槽	移动	0.09910410139541626
饮酒	喝茶	0.4759362982184274
财运	桃花运	0.2138809270062393
女权	女性	0.4252826393991784
一般	差	0.33146015700410103
赌局	扑克牌	0.42020005746110833
宋	明	0.5436658781554575
雾霾	阴天	OOV
程序	指令	0.62466788397258
关键字	关键	0.32130935205121874
松驰	疲软	0.12932464568011467
平等	平均	0.08121102013951473
经营	张罗	0.15236856593943315
客套	礼貌	0.09635117770841127
利用	使用	0.4601406601988308
审查	自纠自查	OOV
炖	焖	0.5765781869681688
喜欢	崇敬	0.29378813273721816
暗号	密码	0.32514201986029995
规律	原理	0.4743719066261753
轻率	鲁莽	0.43534860720094437
手法	方法	0.3440735043566415
准则	规则	0.5684020051822913
迂腐	墨守成规	0.33260981748128265
闯祸	惹是生非	0.27792331304783346
清晰	一清二楚	0.2010362215819509
姐妹	闺蜜	0.23405731675530048
扎实	脚踏实地	0.3249451760886106
事物	东西	0.3047216955314756
睡	寐	0.30872921460846914
忌妒	妒嫉	0.33927596279411554
俱乐部	富人	0.18118743772438872
味道	鼻子	0.4237440558947414
绩点	老师	0.33054956140374736
关心	放任	0.25977314986266276
空间	世界	0.2962614662885852
僻静	冷静	0.13763503467330876
字符	程序	0.45331243924664893
裁判	足球	0.5662161249316476
股票	银行	0.667550630678467
红颜	面容	0.3568864887871422
著名	著作	0.46765647178943826
可能性	可靠性	0.3724799429660032
占有	争取	0.3718734743322135
合肥	巴黎	0.30855621262903504
热线	焦点	0.3687397106881619
影响力	破坏力	0.3548587285638599
温度	湿度	0.737413711825145
痛苦	忍辱负重	0.4017548379125714
偶遇	艳遇	0.41338804342704005
公众	媒体	0.5708618783772149
姑娘	青春	0.5625454506010491
多媒体	设备	0.5145157144088542
韩	日	0.21523420479554245
钱	利	0.11808304191806518
细心	三心二意	0.14486177673031425
博物馆	剧院	0.6226757929899742
诵读	歌唱	0.38951766696414186
阳光	雨露	0.21525090062227836
竞争	考试	0.14260726389924122
消灭	灭菌	0.11889180474068833
饭局	交际	0.2345675893303393
媚俗	高雅	0.33819868124217534
密码	账号	0.47713831684157815
夫人	孩子	0.37598941018744353
简化	优化	0.5326768619714555
侵害	性侵	0.5045066814512589
故事	剧情	0.7497599181679959
调整	整合	0.5575311710111973
亲密	缠绵	0.30987135500641416
创新	发明	0.3272556599574703
带头	敢为人先	0.20911890548751372
公约	规章	0.510740837209931
高大上	超凡脱俗	OOV
解闷	排遣	0.3349478654355596
放肆	大胆	0.26698995412822535
合同	协议	0.6777025475897873
私语	嘀咕	0.2362811941691559
大概	差不多	0.28845112342931123
比如	譬如	0.3507881103056196
友善	清新	0.2214317465060537
胆小鬼	兔子	0.36605322760695924
繁荣	泡沫	0.2854482229083746
智力	想象	0.31550408288855536
茶馆	企业	0.22554514411682447
消极	四大皆空	0.23257242477170662
爱怜	同病相怜	0.44896619714115443
激励	缅怀	0.25332404836069466
灌输	讲解	0.2748927629794975
车辆	行人	0.41791786877104997
偏见	认知	0.5154137888656098
北京市	成都市	0.6382805545901741
水果	西红柿	0.5836463056094596
艺术家	地理学家	0.3810024806075703
干涉	管理	0.26403712564533793
管理	托管	0.4837689103277646
书籍	图书馆	0.38168203824838143
框架	组织	0.3634143542371314
炮兵	海军	0.5967815410296569
学习	上课	0.41311161642136374
图书馆	文化宫	0.49565458117178685
欲望	情欲	0.46834332956902786
独立	啃老	OOV
同学	同事	0.5601218114382654
语文	数学	0.6015490661261528
低贱	崇高	0.2739899942645522
海域	渤海湾	0.5388528228533466
奖赏	惩罚	0.3788777442494114
名称	外号	0.1162492586572226
霸气	气场	0.3434932737124675
数据库	信息	0.660435786075888
波涛	海水	0.361386385499733
唱	颂	0.49190534279111514
鬼话	谎言	0.39867547039381984
顺应	附和	0.3280582214112444
较真儿	死板	OOV
乐观	阳光	0.30601542139215315
羞辱	辱	0.3971940847135371
赋予	给予	0.4901944815208433
伪善	虚伪	0.47450813101210865
在行	熟练	OOV
怪异	奇怪	0.6096311928910271
谦卑	谦逊	0.4759313161347409
反应	反响	0.351638865084873
过时	落伍	0.43846971153069125
金钱	钱财	0.5112156208612719
种	栽	0.14904073042029206
对话框	窗口	0.38673430551696025
弥补	补偿	0.3972339979561094
财力	精力	0.370591596822425
功夫	素养	0.32020000430454104
竞争力	鉴赏力	0.22678776009051038
比赛	团队	0.3827419850185728
企业家	作曲家	0.5161486377522952
素菜	牛肉	0.44133194071673143
报警	报告	0.37573805851464703
残疾	死亡	0.37677731060765723
指导	斥责	0.07288680723503552
利润	成本	0.6701702650524488
思想	智力	0.3894097458285356
配合	违抗	0.11410302058629246
电话	邮件	0.5940843222714491
公司	代销店	0.35876507776587974
苹果	香蕉	0.46390351086442727
盈利	亏损	0.7723020137269924
公益	善心	0.23381935338035162
总理	主席	0.6828816017068667
医生	护士	0.5957543154742233
疼爱	溺爱	0.5649873617753682
新闻界	舆论界	0.45359261274066
眺望	展望	0.4138459765860562
发怒	恼羞成怒	0.4647127936137208
执着	倔强	0.2407290027476389
牵强	勉强	0.16364974489221848
散伙	离别	0.1764899722535708
支柱	骨干	0.15110723193379955
慰劳	犒赏	0.4784389064306355
心态	心境	0.42601493709510607
走神	愣	0.21994605729064556
诀窍	秘籍	0.19941042554379387
成果	果实	0.0799460115428263
恼	怒	0.44795809703535455
犹豫	踟蹰不前	OOV
作用	功能	0.4398199442772187
怜爱	爱怜	0.3715320915666874
化肥	化学肥料	0.48871130436420995
物流	顺风	0.1050890089794948
皮肤	眼睛	0.6544610862798845
印象	大脑	0.2337295115446204
阶层	皇室	0.4256622858186507
新鲜	空气	0.39139103556292276
法庭	律师	0.6160573459846538
文章	理论	0.4485480279262133
行星	月亮	0.44769542492256575
日记	文章	0.5190686238120786
食物	水果	0.6154184793599917
俗	美	0.07463533178682087
会员卡	会员	0.4375708123632193
欧洲	南美洲	0.49997085477984576
风景	山水	0.4723408843874007
文体	骚体	0.3027491053484935
没劲	兴致勃勃	0.34061216472740746
新浪	腾讯	0.6746689467859889
服装	裙子	0.45536460543142276
凉快	炎热	0.5155509674992859
歌舞	迪斯科	0.47387106992789296
小学生	大中学生	0.27054301950324267
汽车	越野车	0.5356606548894292
团购	购买	0.4386244450797693
平台	环境	0.3201286721355207
研讨	争论	0.41973560962874085
演说	说话	0.36806467985930214
虚拟	编造	0.12173259583941012
高风险	风险	0.6452876729868596
感动	热泪盈眶	0.4370033032432094
底薪	工资	0.4558907507249146
扶持	提携	0.3233074994726482
有效	有用	0.35532275865292157
圆满	大功告成	0.29122453759107886
邀请	诚邀	0.3256212694874146
破烂	破烂不堪	0.26512358331154534
信誉	信用	0.5193698456827994
孤单	寂寞	0.6234394225537763
会见	会晤	0.7038969411668677
背地里	背后	0.17142416371707922
实质	本质	0.3807659834164672
枯萎	凋零	0.3216110035247836
互联网	因特网	0.6619648474174001
课程表	课表	0.4758927937287607
洁癖	网瘾	0.40663762086323496
讲座	座位	0.24306996919110183
粗鲁	文盲	0.0946115835299639
女士	白骨精	0.15911646592992248
电话	设备	0.454238700720233
欢迎	迎宾	0.08081908569603431
气温	高温	0.6297165455686373
成功	失意	0.20415607804033642
积极	消极	0.48232301040839526
君子	小人	0.5018008916805049
认真	马虎	0.20849482197260594
北大	清华	0.6391222551254009
国王	女王	0.6330480223373862
商业	工业	0.5200634689193758
闺房	卧室	0.17196694314258432
削减	裁员	0.4252119037942616
检验	查	0.041193134382052556
席位	位置	0.3364600643477121
奖励	记功	0.3412474010459445
麻利	灵活	0.14780129860536337
随意	随便	0.4611355286420328
奋斗	努力	0.5107765071179564
高兴	兴奋	0.4038957889085217
猜忌	多疑	0.48017854044158476
轻蔑	藐视	0.41358245693899814
服气	口服心服	0.13269765959603735
入场券	门票	0.6422082706843243
生物钟	地球仪	0.06158381497084034
年级	成绩	0.41027447080470203
矩阵	数据	0.37240934628712524
杯子	饮料	0.47135510437228717
杯子	实体	0.19781616911561484
困倦	生病	0.4073946866868962
政敌	情敌	0.1945619987628495
灾区	地震	0.6168413045533061
生日	蛋糕	0.3180852860375495
泡沫	肥皂	0.521613774870799
电影	导演	0.7695007687455292
学生	老师	0.5804995694628915
自动	手动	0.6736645181560915
大学	中专	0.5199196977784998
交易	交换	0.40889572831383936
快乐	欣喜若狂	0.4215111401652147
邪念	非分之想	0.30634548876009515
平静	心平气和	0.2892113491542088
任命	委以重任	0.33443929779954
瞎扯	编造	0.2168172961185236
相信	信赖	0.29675567696300104
支部	面部	-0.08084922376428086
正义	人民	0.342068229998231
转基因	大豆	0.5084235816002679
白宫	宿舍	0.32034848592736254
解释	分解	0.332555897482514
自卑感	历史感	0.40888615849472804
距离	速度	0.5450170241249465
投资者	收入	0.48283445526395774
网络	硬件	0.5586798248816904
责任	保险	0.29992698644946436
比赛	胜利	0.31789582937176053
亲近感	荣誉感	0.3608357124723491
壁橱	衣服	0.40147687264460735
无用功	效率	0.18138700718733713
课程	学校	0.6576874223545173
学者	学习	0.3533527362285107
超市	食品	0.5952812726338416
家属	丈夫	0.4118267295432585
国企	私企	0.2129605808820218
勾画	描摹	0.20071169507578349
想法	主意	0.367367359972379
美	靓	0.3153227985213456
牢固	坚不可摧	0.29824194313551045
凌乱	乱七八糟	0.2463556416926385
工作	干活儿	0.31727287301517326
恭贺	恭喜	0.30229833264672906
拍马屁	谄谀	0.16632383597217734
PC	计算机	0.5900677800203897
行	可以	0.13673641944394138
死党	共和党	0.10725015734814533
歌剧	工业	0.12339754875773744
轻浮	轻松	0.2919064213427176
职业	教育	0.35559658876389477
物理	质子	0.5476231322437075
网球	球拍	0.48314134757239985
缓慢	飞快	0.3080359156594304
人民币	美元	0.6148350202382287
青年	中青年	0.39681730462912296
境界	意境	0.5453091507435717
跋扈	骄横	0.6232731467861296
弘扬	发扬	0.6022577394242723
恶劣	坏	0.2528097846422576
更加	愈发	0.5367150970897875
优秀	出众	0.46619783727334335
计算机	新闻	0.2934771631950865
期刊	协会	0.37243953413469333
纸老虎	狮子	0.21682812360999806
冷静	荒凉	0.1013786417464965
乡村	故事	0.29593550197816637
出路	山路	0.009426300723305277
能源	危机	0.2547138838741739
房价	面积	0.25353773454325934
龙头	老大	0.22561043246677076
安排	部署	0.27761174183803367
文明	吸烟者	0.05361820043632981
普及	担当	0.2743750474467632
困难	自怨自艾	0.22282115008979633
造型	照片	0.3889798395120259
抠门儿	小气	OOV
假货	赝品	0.1787280822819207
拖后腿	拉后腿	0.5250645514111429
天下	气候	0.010863493497617168
轻	善	0.0976818220782016
日程	季度	0.3368939205998424
宇宙	蚂蚁	0.2980257569361127
面包店	绿豆粥	0.28338945912892255
结盟	无理取闹	0.2667699812967803
免税店	飞机	0.17362941154368242
逃课	创业	0.18702625537095058
态度	秋波	0.009686125866600424
但	但是	0.5445100907768884
赢	胜	0.5907787470777979
调查	努力	0.3335055465541057
玻璃	魔术师	0.21178054159824386
干扰	上网	0.3074714483059854
课堂	美食	0.20780236206615105
情节	黄色	0.13813258851275903
计算机	电脑	0.696290733961707
讲价	打架	0.020459754289519957
教授	黄瓜	0.14102907610626192
控制	恐高	OOV
阻力	天花板	0.22142129052499568
WTO	世界贸易组织	0.6444128749812881
紫禁城	故宫	0.4304022249077711
算盘	计算机	0.2699190373626743
